PROVRES;TIPPARTO;SEXO;IMEDAD;ITIEMGEST;IMINSTRUC;IPESONAC;CUENTA
02;9;2;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
66;1;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;11
22;1;2;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;18
06;1;1;7.40 a 44;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;10
82;1;1;2.15 a 19;2.22 a 23;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
86;1;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;470
86;1;1;6.35 a 39;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;3
30;1;2;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;32
14;2;2;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;26
62;1;1;2.15 a 19;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;65
14;1;2;8.De 45 y más;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
58;1;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;4
06;1;2;6.35 a 39;3.24 a 27;4.Sin especificar;1.Menos de 2500 gramos;5
70;2;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
06;9;1;5.30 a 34;6.37 a 41;4.Sin especificar;2.2500 gramos y más;17
10;1;1;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
26;1;1;5.30 a 34;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
02;1;2;8.De 45 y más;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
34;2;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;10
34;1;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;41
38;1;1;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
38;1;2;2.15 a 19;2.22 a 23;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
86;1;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;14
38;2;1;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
66;1;2;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;14
86;1;2;1.Menor de 15;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;5
34;1;2;4.25 a 29;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;2
70;1;2;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;540
46;1;2;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
06;1;2;6.35 a 39;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;7
78;2;2;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
14;2;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;7
10;2;2;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
06;1;1;5.30 a 34;8.Sin especificar;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
42;1;1;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;30
06;1;2;5.30 a 34;3.24 a 27;4.Sin especificar;1.Menos de 2500 gramos;3
70;2;1;2.15 a 19;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
38;1;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;3
70;2;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;5
34;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
78;1;1;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;199
06;1;2;5.30 a 34;4.28 a 31;3.Secundario/Polimodal Completa y más;3.Sin especificar;1
06;1;1;6.35 a 39;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1409
90;1;2;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;67
02;9;2;8.De 45 y más;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;3
34;1;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
38;1;1;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
58;1;2;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
38;1;2;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;102
82;1;1;4.25 a 29;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;3
02;2;1;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
86;1;1;2.15 a 19;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;1
74;2;1;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
18;1;1;3.20 a 24;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;6
26;1;1;4.25 a 29;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
02;1;1;7.40 a 44;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
54;1;1;8.De 45 y más;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
18;1;2;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;21
82;1;1;6.35 a 39;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
14;1;1;3.20 a 24;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
82;1;1;8.De 45 y más;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;5
10;1;2;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
58;1;2;5.30 a 34;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
06;2;1;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;8
30;1;2;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;13
30;1;1;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;25
22;2;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;10
02;1;2;7.40 a 44;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;73
30;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;27
06;1;2;5.30 a 34;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;35
86;1;1;3.20 a 24;6.37 a 41;4.Sin especificar;2.2500 gramos y más;7
54;1;1;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;16
90;1;2;6.35 a 39;3.24 a 27;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
34;1;2;5.30 a 34;3.24 a 27;4.Sin especificar;1.Menos de 2500 gramos;1
06;2;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;16
46;2;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
22;1;2;5.30 a 34;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
62;1;2;7.40 a 44;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
66;1;2;4.25 a 29;2.22 a 23;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
58;1;2;4.25 a 29;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
42;1;1;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
82;1;1;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;42
06;2;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;5
06;1;1;2.15 a 19;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;7
70;1;1;8.De 45 y más;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
82;2;2;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;5
99;9;2;5.30 a 34;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;5
66;1;2;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;65
66;1;1;3.20 a 24;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;8
30;1;1;6.35 a 39;6.37 a 41;4.Sin especificar;2.2500 gramos y más;4
14;1;2;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;600
10;1;1;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;8
22;1;2;8.De 45 y más;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
58;2;2;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;3
14;1;1;6.35 a 39;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;20
54;1;2;1.Menor de 15;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;3
70;1;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;459
42;1;1;4.25 a 29;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
06;1;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;3.Sin especificar;2
82;1;2;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
62;1;2;6.35 a 39;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;6
42;1;2;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;3
06;1;2;3.20 a 24;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;10
62;1;1;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;7
94;1;2;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;7
66;1;1;4.25 a 29;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;3
42;1;2;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
06;1;2;1.Menor de 15;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
82;1;1;7.40 a 44;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;3
14;1;1;1.Menor de 15;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
58;1;1;3.20 a 24;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
14;2;1;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;26
18;1;1;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
02;1;1;3.20 a 24;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;2
30;1;2;6.35 a 39;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;8
66;1;1;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;16
42;1;2;4.25 a 29;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
82;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;75
90;1;2;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;399
74;1;1;3.20 a 24;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
06;1;2;6.35 a 39;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
18;1;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
34;1;1;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;9
70;1;2;4.25 a 29;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
82;1;1;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;62
06;1;2;2.15 a 19;8.Sin especificar;4.Sin especificar;2.2500 gramos y más;4
90;1;2;3.20 a 24;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;5
50;1;2;7.40 a 44;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
99;1;2;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
90;1;1;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;10
06;1;2;7.40 a 44;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
46;1;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
54;2;2;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
46;1;2;2.15 a 19;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
10;1;2;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
30;1;1;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;5
02;1;2;7.40 a 44;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
82;1;2;3.20 a 24;2.22 a 23;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
18;1;1;7.40 a 44;7.42 y más;4.Sin especificar;2.2500 gramos y más;1
30;1;9;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
06;1;1;6.35 a 39;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;20
06;1;1;6.35 a 39;6.37 a 41;4.Sin especificar;3.Sin especificar;2
34;1;1;5.30 a 34;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
22;1;1;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;14
50;1;1;3.20 a 24;2.22 a 23;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
06;1;1;3.20 a 24;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;18
22;1;1;2.15 a 19;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;215
02;1;2;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;178
06;1;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2418
66;1;1;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;26
06;1;1;6.35 a 39;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;8
18;1;2;1.Menor de 15;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
94;1;2;3.20 a 24;8.Sin especificar;4.Sin especificar;3.Sin especificar;1
90;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;3.Sin especificar;12
14;1;1;7.40 a 44;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;5
06;1;9;9.Sin especificar;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
30;2;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
06;1;1;1.Menor de 15;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;23
34;1;2;2.15 a 19;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
62;1;1;4.25 a 29;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
26;1;2;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;12
86;9;1;3.20 a 24;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
82;1;1;6.35 a 39;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;2
06;1;2;5.30 a 34;8.Sin especificar;4.Sin especificar;2.2500 gramos y más;12
74;1;2;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;155
50;1;2;3.20 a 24;3.24 a 27;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
38;1;1;2.15 a 19;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
06;1;2;5.30 a 34;8.Sin especificar;4.Sin especificar;3.Sin especificar;95
62;1;1;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;47
22;2;1;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
54;1;1;3.20 a 24;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;10
58;1;2;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
70;2;2;5.30 a 34;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
46;1;2;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;3
46;1;2;6.35 a 39;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
06;1;1;2.15 a 19;6.37 a 41;4.Sin especificar;2.2500 gramos y más;651
54;1;2;3.20 a 24;7.42 y más;4.Sin especificar;1.Menos de 2500 gramos;1
58;2;2;3.20 a 24;3.24 a 27;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;3
66;2;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
50;1;1;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;5
18;1;2;6.35 a 39;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
66;1;1;4.25 a 29;8.Sin especificar;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
02;1;1;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
26;1;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;3.Sin especificar;1
14;1;2;7.40 a 44;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;91
66;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;4
14;2;1;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
06;1;1;5.30 a 34;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;17
10;1;1;3.20 a 24;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
18;1;2;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;10
74;1;1;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
34;1;2;7.40 a 44;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;3
46;1;1;6.35 a 39;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
74;1;2;5.30 a 34;8.Sin especificar;4.Sin especificar;3.Sin especificar;1
62;1;1;3.20 a 24;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;1
22;1;2;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;27
82;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2922
62;2;1;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
22;1;1;2.15 a 19;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;9
78;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;5
06;2;1;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;13
86;2;2;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
54;1;1;9.Sin especificar;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
26;2;1;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
74;2;1;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
10;2;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
22;2;1;6.35 a 39;5.32 a 36;4.Sin especificar;2.2500 gramos y más;1
02;9;2;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
66;1;2;2.15 a 19;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;9
06;1;1;2.15 a 19;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;9
86;2;2;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
62;2;2;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
82;1;2;6.35 a 39;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;1
14;1;1;8.De 45 y más;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;3
10;2;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
62;1;2;5.30 a 34;8.Sin especificar;4.Sin especificar;2.2500 gramos y más;1
26;1;1;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;3
54;1;1;4.25 a 29;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;3
90;1;2;2.15 a 19;6.37 a 41;3.Secundario/Polimodal Completa y más;3.Sin especificar;2
66;1;2;4.25 a 29;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;10
22;1;2;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;11
10;1;2;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
82;1;1;2.15 a 19;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
74;1;1;4.25 a 29;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;64
22;1;1;3.20 a 24;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;10
06;1;1;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;3.Sin especificar;1
82;2;2;3.20 a 24;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;3
38;2;2;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
18;1;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;3
66;2;1;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
90;1;1;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;31
06;1;2;7.40 a 44;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;6
50;2;2;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;20
90;2;1;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
82;1;1;2.15 a 19;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;17
42;1;2;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
62;1;2;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
78;1;1;7.40 a 44;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;3
90;2;2;4.25 a 29;8.Sin especificar;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
74;1;1;4.25 a 29;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
42;1;2;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;35
30;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;4
14;1;2;3.20 a 24;1.Menos de 22;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
46;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;5
86;1;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;272
14;1;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;15
74;2;2;4.25 a 29;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
46;1;2;5.30 a 34;8.Sin especificar;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
66;1;2;5.30 a 34;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;3
66;1;2;5.30 a 34;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
26;1;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
26;1;2;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
86;1;1;8.De 45 y más;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
42;1;1;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
54;1;2;7.40 a 44;6.37 a 41;4.Sin especificar;2.2500 gramos y más;14
78;1;2;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;62
70;1;1;5.30 a 34;2.22 a 23;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
